7094 5896
5233 75 1
5233 86 1
5233 91 1
5233 102 1
5233 113 2
5233 116 2
5233 122 1
5233 126 1
5233 136 1
5233 137 1
5233 142 2
5233 163 2
5233 174 3
5233 184 1
5233 241 2
5233 243 1
5233 259 2
5233 268 1
5233 277 1
5233 287 1
5233 310 2
5233 312 2
5233 335 2
5233 342 2
5233 350 1
5233 351 1
5233 352 1
5233 389 5
5233 391 1
5233 400 1
5233 402 1
5233 460 1
5233 463 1
5233 471 1
5233 478 2
5233 489 1
5233 492 1
5233 497 3
5233 509 3
5233 512 6
5233 577 1
5233 608 2
5233 642 1
5233 649 2
5233 657 3
5233 659 5
5233 694 1
5233 695 1
5233 700 3
5233 726 1
5233 762 1
5233 789 1
5233 800 2
5233 815 1
5233 847 1
5233 855 1
5233 864 1
5233 870 3
5233 894 1
5233 901 1
5233 913 3
5233 925 1
5233 990 1
5233 995 3
5233 998 3
5233 1009 4
5233 1025 1
5233 1118 1
5233 1147 4
5233 1464 1
5233 1531 1
5233 1635 4
5233 1657 5
5233 1659 4
5233 1660 1
5233 1663 8
5233 1687 1
5233 1734 2
5233 1746 1
5233 2044 2
5233 2234 5
5233 2317 4
5233 2402 1
5233 2412 3
5233 2497 3
5233 2498 4
5233 2690 2
5233 2838 1
5233 2851 1
5233 2933 1
5233 2999 1
5233 3120 1
5233 3193 1
5233 3215 1
5233 3230 1
5233 3284 1
5233 3340 1
5233 3454 1
5233 3554 3
5233 3761 1
5233 3979 1
5233 4006 1
5233 4101 2
5233 4104 1
5233 4105 6
5233 4110 1
5233 4117 1
5233 4119 1
5233 4130 3
5233 4161 7
5233 4171 1
5233 4173 1
5233 4174 1
5233 4204 1
5233 4322 1
5233 4327 1
5233 4461 4
5233 4535 2
5234 31 1
5234 53 1
5234 54 2
5234 102 1
5234 113 1
5234 116 1
5234 151 1
5234 180 2
5234 241 2
5234 244 1
5234 277 1
5234 287 1
5234 301 1
5234 350 2
5234 351 1
5234 363 2
5234 366 1
5234 389 5
5234 391 1
5234 460 1
5234 497 2
5234 503 1
5234 512 3
5234 608 1
5234 644 1
5234 648 2
5234 649 1
5234 659 1
5234 694 1
5234 695 1
5234 700 1
5234 938 1
5234 990 1
5234 1079 1
5234 1118 1
5234 1147 1
5234 1234 2
5234 1334 1
5234 1502 1
5234 1526 2
5234 1657 1
5234 1663 5
5234 1831 1
5234 1858 2
5234 2044 1
5234 2068 1
5234 2839 1
5234 3554 1
5234 3761 1
5234 4101 5
5234 4105 6
5234 4111 1
5234 4112 1
5234 4119 1
5234 4172 3
5234 4310 1
5234 4461 7
5235 20 1
5235 22 1
5235 26 1
5235 33 1
5235 53 1
5235 56 2
5235 61 8
5235 78 1
5235 103 1
5235 116 1
5235 142 1
5235 241 2
5235 243 1
5235 244 1
5235 255 1
5235 268 1
5235 303 1
5235 308 1
5235 309 1
5235 310 1
5235 335 1
5235 378 1
5235 388 1
5235 417 1
5235 420 1
5235 492 1
5235 512 1
5235 527 1
5235 542 1
5235 560 1
5235 584 1
5235 608 1
5235 630 1
5235 668 1
5235 684 1
5235 700 3
5235 771 1
5235 789 1
5235 846 1
5235 849 1
5235 927 2
5235 949 2
5235 969 1
5235 992 1
5235 998 1
5235 1009 1
5235 1162 1
5235 1210 3
5235 1286 5
5235 1526 3
5235 1551 1
5235 1656 2
5235 1665 1
5235 1730 2
5235 1824 1
5235 2020 1
5235 2044 2
5235 2408 1
5235 2975 2
5235 3089 1
5235 3106 1
5235 3233 1
5235 3561 1
5235 4103 2
5235 4104 3
5235 4105 4
5235 4106 1
5235 4116 1
5235 4161 1
5235 4166 3
5235 4168 3
5235 4170 3
5235 4185 1
5235 4193 1
5235 4271 1
5235 4309 1
5235 4363 1
5236 20 1
5236 26 1
5236 28 1
5236 30 1
5236 33 2
5236 42 1
5236 45 1
5236 54 1
5236 55 2
5236 56 4
5236 61 4
5236 78 1
5236 102 1
5236 113 1
5236 200 1
5236 222 1
5236 244 1
5236 259 1
5236 294 1
5236 311 1
5236 335 1
5236 352 1
5236 380 1
5236 387 1
5236 395 1
5236 396 1
5236 431 1
5236 437 2
5236 443 1
5236 463 2
5236 570 1
5236 632 1
5236 670 1
5236 675 2
5236 688 3
5236 700 2
5236 849 1
5236 853 1
5236 857 1
5236 860 2
5236 862 1
5236 865 1
5236 870 1
5236 901 1
5236 902 1
5236 913 2
5236 992 1
5236 1008 1
5236 1027 4
5236 1072 1
5236 1128 1
5236 1203 2
5236 1333 1
5236 1374 1
5236 1535 1
5236 1617 1
5236 1659 1
5236 1665 2
5236 1697 1
5236 1715 1
5236 1729 1
5236 1810 2
5236 1946 3
5236 2044 1
5236 2078 2
5236 2094 1
5236 2233 1
5236 2234 3
5236 2250 3
5236 2408 2
5236 2975 5
5236 3106 2
5236 3241 1
5236 4015 4
5236 4105 3
5236 4117 3
5236 4156 1
5236 4161 1
5236 4166 2
5236 4172 1
5236 4307 5
5236 4366 1
5237 0 1
5237 26 4
5237 30 1
5237 31 3
5237 44 3
5237 50 1
5237 53 1
5237 61 9
5237 69 1
5237 72 1
5237 75 1
5237 86 1
5237 91 1
5237 96 1
5237 102 1
5237 113 1
5237 116 2
5237 117 4
5237 124 4
5237 130 2
5237 137 1
5237 147 1
5237 151 1
5237 163 1
5237 174 1
5237 175 1
5237 197 1
5237 200 1
5237 219 1
5237 222 2
5237 242 1
5237 243 1
5237 268 1
5237 273 1
5237 310 3
5237 342 1
5237 345 1
5237 349 5
5237 350 1
5237 363 1
5237 380 1
5237 388 1
5237 389 2
5237 391 1
5237 396 1
5237 413 3
5237 433 1
5237 434 1
5237 460 3
5237 509 2
5237 511 1
5237 512 2
5237 608 5
5237 630 1
5237 648 1
5237 649 1
5237 660 1
5237 668 1
5237 687 1
5237 693 1
5237 694 1
5237 695 1
5237 700 1
5237 739 1
5237 759 1
5237 805 1
5237 849 1
5237 853 1
5237 870 2
5237 894 4
5237 913 2
5237 984 1
5237 990 5
5237 1008 1
5237 1031 1
5237 1048 13
5237 1050 1
5237 1087 2
5237 1105 1
5237 1212 1
5237 1215 1
5237 1256 2
5237 1294 1
5237 1355 1
5237 1364 1
5237 1367 1
5237 1454 1
5237 1516 2
5237 1522 2
5237 1526 1
5237 1536 2
5237 1635 1
5237 1659 1
5237 1663 3
5237 1665 1
5237 1711 1
5237 1728 1
5237 1739 1
5237 1885 1
5237 1958 1
5237 2020 1
5237 2044 2
5237 2046 1
5237 2066 1
5237 2078 2
5237 2160 2
5237 2234 3
5237 2331 4
5237 2590 1
5237 2677 1
5237 2678 1
5237 2683 1
5237 2826 2
5237 2847 1
5237 2933 1
5237 2975 3
5237 3089 1
5237 3510 1
5237 3840 1
5237 4038 1
5237 4084 2
5237 4101 2
5237 4103 1
5237 4104 2
5237 4105 1
5237 4130 5
5237 4161 1
5237 4166 6
5237 4168 1
5237 4169 1
5237 4170 2
5237 4196 1
5237 4211 2
5237 4273 2
5237 4292 1
5237 4322 2
5237 4327 1
5237 4338 1
5237 4363 1
5237 4368 1
5237 4387 2
5237 4455 1
5237 4475 6
5237 4536 1
5238 26 1
5238 61 3
5238 113 1
5238 131 1
5238 143 1
5238 242 1
5238 244 1
5238 259 1
5238 350 2
5238 351 1
5238 378 2
5238 488 1
5238 491 1
5238 492 1
5238 542 1
5238 580 1
5238 649 1
5238 743 1
5238 772 1
5238 1100 1
5238 1259 1
5238 1433 1
5238 1633 1
5238 1885 1
5238 2044 2
5238 2373 1
5238 2823 1
5238 3960 1
5238 4105 3
5238 4119 1
5238 4171 2
5238 4200 1
5238 4239 1
5238 4381 1
5238 4461 2
5238 4483 1
5238 4505 1
5238 4537 1
5239 26 2
5239 31 1
5239 44 2
5239 61 2
5239 116 1
5239 117 1
5239 124 4
5239 219 1
5239 310 1
5239 345 2
5239 349 1
5239 413 1
5239 503 1
5239 509 1
5239 515 1
5239 555 1
5239 649 1
5239 807 2
5239 849 1
5239 1048 1
5239 1126 1
5239 1203 1
5239 1214 1
5239 1308 1
5239 1455 2
5239 1526 1
5239 2331 2
5239 3323 1
5239 4103 2
5239 4161 2
5239 4166 2
5239 4168 2
5239 4276 1
5239 4338 1
5239 4475 2
5240 22 2
5240 26 3
5240 42 6
5240 55 1
5240 59 2
5240 60 1
5240 61 7
5240 64 1
5240 69 2
5240 75 2
5240 102 3
5240 106 1
5240 111 1
5240 123 1
5240 174 1
5240 241 1
5240 244 1
5240 259 1
5240 281 1
5240 294 2
5240 309 6
5240 321 1
5240 363 1
5240 366 1
5240 395 2
5240 413 2
5240 420 1
5240 437 1
5240 440 1
5240 441 1
5240 491 4
5240 545 1
5240 577 1
5240 613 1
5240 642 1
5240 658 1
5240 762 1
5240 818 1
5240 902 1
5240 965 1
5240 1012 1
5240 1025 1
5240 1166 1
5240 1168 1
5240 1429 1
5240 1433 1
5240 1572 2
5240 1657 2
5240 1659 5
5240 1672 1
5240 1689 1
5240 1840 1
5240 1846 1
5240 1858 2
5240 1981 1
5240 2029 1
5240 2748 1
5240 3057 1
5240 4115 1
5241 22 1
5241 42 2
5241 45 1
5241 53 1
5241 54 1
5241 59 1
5241 60 1
5241 64 3
5241 75 1
5241 102 1
5241 108 1
5241 123 1
5241 136 1
5241 184 1
5241 222 1
5241 241 2
5241 242 2
5241 243 2
5241 287 1
5241 294 1
5241 308 5
5241 309 1
5241 367 4
5241 403 2
5241 413 3
5241 420 2
5241 454 1
5241 460 1
5241 512 1
5241 541 1
5241 545 1
5241 560 1
5241 577 1
5241 585 1
5241 644 1
5241 687 1
5241 695 1
5241 847 1
5241 870 1
5241 907 1
5241 1009 1
5241 1120 1
5241 1189 1
5241 1234 1
5241 1294 1
5241 1295 5
5241 1654 4
5241 1657 3
5241 1658 1
5241 1659 1
5241 1663 1
5241 2044 1
5241 2448 1
5241 2725 1
5241 3567 1
5241 4374 2
5241 4538 1
5242 20 2
5242 75 3
5242 80 1
5242 175 1
5242 241 4
5242 294 1
5242 310 1
5242 337 2
5242 350 1
5242 352 1
5242 367 5
5242 413 3
5242 434 1
5242 436 2
5242 455 1
5242 507 1
5242 528 1
5242 541 1
5242 547 1
5242 577 1
5242 585 2
5242 688 1
5242 853 1
5242 864 1
5242 932 1
5242 1048 1
5242 1129 1
5242 1286 1
5242 1598 1
5242 1654 5
5242 1657 1
5242 2111 1
5242 4186 1
5243 20 1
5243 30 1
5243 42 1
5243 56 1
5243 140 1
5243 143 1
5243 183 1
5243 241 1
5243 242 1
5243 255 1
5243 321 1
5243 337 1
5243 378 1
5243 388 2
5243 458 3
5243 459 1
5243 487 1
5243 547 1
5243 618 1
5243 847 1
5243 894 1
5243 1027 1
5243 1657 3
5243 1659 2
5243 1662 1
5243 1854 2
5243 2958 1
5243 4115 5
5243 4286 5
5244 26 1
5244 55 1
5244 61 4
5244 69 1
5244 80 1
5244 102 1
5244 174 1
5244 222 1
5244 244 2
5244 255 1
5244 311 1
5244 346 3
5244 350 1
5244 352 2
5244 363 1
5244 394 1
5244 413 2
5244 415 3
5244 460 1
5244 560 1
5244 584 1
5244 608 1
5244 630 1
5244 726 1
5244 762 1
5244 779 1
5244 894 1
5244 913 1
5244 952 1
5244 978 1
5244 992 1
5244 1155 1
5244 1526 2
5244 1527 2
5244 1657 2
5244 1729 1
5244 1746 3
5244 1946 2
5244 2020 1
5244 2193 1
5244 2286 1
5244 2330 1
5244 2445 1
5244 3172 1
5244 3979 1
5244 4259 4
5245 7 1
5245 26 1
5245 32 1
5245 42 2
5245 50 1
5245 54 1
5245 55 1
5245 69 2
5245 75 1
5245 80 1
5245 106 1
5245 132 3
5245 163 1
5245 243 6
5245 255 2
5245 321 1
5245 337 2
5245 387 1
5245 389 1
5245 391 1
5245 415 1
5245 437 1
5245 441 1
5245 459 3
5245 535 1
5245 700 1
5245 726 1
5245 762 1
5245 843 1
5245 870 3
5245 1027 1
5245 1129 1
5245 1203 2
5245 1204 1
5245 1288 2
5245 1334 3
5245 1657 4
5245 1659 5
5245 1660 2
5245 1820 1
5245 1846 1
5245 4228 1
5246 26 3
5246 30 1
5246 42 1
5246 45 1
5246 51 1
5246 52 1
5246 55 1
5246 60 1
5246 64 1
5246 76 1
5246 106 4
5246 133 1
5246 143 2
5246 174 1
5246 212 1
5246 243 2
5246 310 1
5246 311 1
5246 321 1
5246 337 1
5246 338 1
5246 342 1
5246 389 2
5246 413 1
5246 476 2
5246 502 2
5246 584 1
5246 672 1
5246 700 1
5246 832 1
5246 860 1
5246 870 2
5246 887 1
5246 952 1
5246 1009 1
5246 1129 1
5246 1334 1
5246 1464 1
5246 1603 1
5246 1657 3
5246 1659 4
5246 1660 1
5246 1860 1
5246 2044 1
5246 4539 1
5247 20 3
5247 22 1
5247 30 1
5247 42 1
5247 72 1
5247 78 1
5247 91 3
5247 137 1
5247 174 1
5247 222 4
5247 259 2
5247 285 1
5247 437 1
5247 447 1
5247 460 1
5247 476 1
5247 502 1
5247 511 1
5247 598 1
5247 637 1
5247 726 2
5247 731 1
5247 733 2
5247 799 1
5247 832 3
5247 862 1
5247 946 1
5247 1025 1
5247 1110 1
5247 1166 1
5247 1199 1
5247 1288 3
5247 1654 4
5247 1657 2
5247 1659 3
5247 1660 3
5247 1860 3
5247 1980 1
5247 2847 1
5247 4135 4
5248 11 1
5248 26 2
5248 55 2
5248 56 2
5248 61 1
5248 64 2
5248 69 1
5248 102 1
5248 123 1
5248 140 1
5248 143 1
5248 198 1
5248 243 1
5248 277 1
5248 309 1
5248 351 1
5248 389 2
5248 413 2
5248 420 4
5248 577 1
5248 642 1
5248 672 1
5248 726 1
5248 734 1
5248 892 1
5248 932 1
5248 1027 1
5248 1066 1
5248 1185 1
5248 1234 1
5248 1258 1
5248 1419 1
5248 1429 2
5248 1464 1
5248 1516 1
5248 1657 1
5248 1659 2
5248 1660 1
5248 2063 1
5248 2089 1
5248 3567 1
5248 3924 1
5248 4284 2
5248 4286 2
5249 26 6
5249 31 4
5249 44 6
5249 53 1
5249 61 4
5249 72 1
5249 75 1
5249 91 1
5249 96 1
5249 102 1
5249 116 2
5249 117 5
5249 124 8
5249 151 1
5249 163 1
5249 175 1
5249 219 2
5249 242 1
5249 273 1
5249 310 4
5249 311 1
5249 349 6
5249 413 4
5249 434 1
5249 460 3
5249 503 1
5249 509 1
5249 512 1
5249 515 1
5249 555 1
5249 630 1
5249 649 3
5249 668 1
5249 687 1
5249 693 1
5249 694 1
5249 695 1
5249 807 2
5249 849 2
5249 853 1
5249 870 1
5249 874 1
5249 894 4
5249 913 1
5249 925 1
5249 984 1
5249 1008 1
5249 1031 1
5249 1048 14
5249 1050 1
5249 1087 2
5249 1105 1
5249 1126 1
5249 1203 1
5249 1214 2
5249 1215 1
5249 1256 1
5249 1308 1
5249 1355 1
5249 1367 1
5249 1454 1
5249 1455 2
5249 1516 1
5249 1526 2
5249 1536 2
5249 1635 1
5249 1711 1
5249 1728 2
5249 2160 2
5249 2331 8
5249 2590 1
5249 2678 1
5249 2683 1
5249 2826 3
5249 2847 1
5249 3840 1
5249 4084 2
5249 4338 3
5249 4368 1
5249 4387 2
5249 4475 9
5249 4536 1
5250 17 2
5250 44 2
5250 60 1
5250 61 4
5250 75 1
5250 96 1
5250 105 1
5250 109 1
5250 116 1
5250 117 3
5250 124 3
5250 130 1
5250 137 2
5250 138 1
5250 142 1
5250 163 2
5250 199 1
5250 212 1
5250 213 1
5250 219 2
5250 242 2
5250 255 2
5250 272 1
5250 335 2
5250 348 1
5250 349 1
5250 405 3
5250 413 2
5250 421 1
5250 437 3
5250 460 2
5250 504 1
5250 632 1
5250 675 1
5250 698 1
5250 739 1
5250 821 1
5250 849 1
5250 879 1
5250 1048 6
5250 1089 1
5250 1126 2
5250 1158 1
5250 1198 1
5250 1256 1
5250 1287 1
5250 1296 1
5250 1308 5
5250 1454 2
5250 1526 1
5250 1546 1
5250 1672 2
5250 1705 2
5250 1728 2
5250 1841 1
5250 1876 1
5250 1957 1
5250 1958 1
5250 2019 1
5250 2229 1
5250 2296 1
5250 2331 14
5250 2555 1
5250 2648 1
5250 2678 1
5250 2683 1
5250 2826 2
5250 3142 1
5250 3192 1
5250 3915 1
5250 4017 1
5250 4135 1
5250 4205 1
5250 4338 1
5250 4475 12
5251 26 1
5251 30 1
5251 53 1
5251 61 3
5251 102 2
5251 117 4
5251 142 1
5251 153 1
5251 277 1
5251 335 2
5251 349 3
5251 378 1
5251 413 1
5251 437 1
5251 450 1
5251 478 1
5251 512 2
5251 894 1
5251 978 1
5251 1022 1
5251 1048 4
5251 1087 3
5251 1728 3
5251 1729 1
5251 2331 3
5252 20 3
5252 53 1
5252 55 2
5252 61 1
5252 102 1
5252 349 2
5252 350 1
5252 386 1
5252 401 1
5252 402 1
5252 415 1
5252 585 1
5252 608 1
5252 649 1
5252 684 1
5252 915 3
5252 1526 1
5252 1543 1
5252 1885 1
5252 2330 1
5252 2331 4
5252 4307 2
5252 4387 1
5252 4405 1
5252 4419 3
5252 4420 1
5253 33 1
5253 37 1
5253 42 1
5253 61 2
5253 75 1
5253 91 1
5253 96 1
5253 117 1
5253 124 1
5253 132 1
5253 175 3
5253 237 1
5253 367 1
5253 372 1
5253 405 1
5253 415 1
5253 431 1
5253 509 1
5253 555 1
5253 598 1
5253 649 1
5253 687 1
5253 758 1
5253 775 1
5253 838 1
5253 849 1
5253 1048 1
5253 1205 1
5253 1256 1
5253 1526 1
5253 1657 1
5253 1728 3
5253 1885 1
5253 2331 3
5253 3040 1
5253 4095 1
5253 4338 2
5253 4339 1
5254 20 1
5254 42 2
5254 53 3
5254 54 1
5254 59 1
5254 61 1
5254 78 3
5254 106 2
5254 108 1
5254 113 6
5254 116 4
5254 124 2
5254 137 1
5254 170 2
5254 174 1
5254 200 1
5254 216 1
5254 242 1
5254 244 1
5254 253 1
5254 273 1
5254 311 1
5254 437 2
5254 460 2
5254 471 1
5254 476 1
5254 509 1
5254 512 2
5254 538 1
5254 649 1
5254 659 9
5254 695 2
5254 700 1
5254 779 1
5254 848 1
5254 891 1
5254 907 1
5254 998 2
5254 1009 1
5254 1414 1
5254 1526 1
5254 1632 2
5254 1641 2
5254 1687 1
5254 1731 1
5254 1746 1
5254 1810 1
5254 2071 1
5254 2317 1
5254 2540 1
5254 2725 1
5254 3112 1
5254 4008 2
5254 4103 1
5254 4111 2
5254 4119 6
5254 4134 2
5254 4138 2
5254 4139 1
5254 4140 8
5254 4157 1
5254 4161 1
5254 4187 1
5254 4412 1
5255 11 4
5255 53 2
5255 207 1
5255 259 1
5255 294 3
5255 311 1
5255 335 1
5255 351 1
5255 512 1
5255 525 1
5255 657 4
5255 700 1
5255 887 1
5255 1118 1
5255 1234 1
5255 2250 4
5255 2713 1
5255 4117 4
5255 4187 3
5256 1 2
5256 11 5
5256 20 1
5256 44 4
5256 49 1
5256 62 1
5256 78 1
5256 88 1
5256 118 1
5256 137 1
5256 143 2
5256 170 1
5256 255 1
5256 388 1
5256 391 1
5256 401 1
5256 437 2
5256 438 1
5256 440 1
5256 460 1
5256 463 1
5256 478 1
5256 487 1
5256 497 1
5256 509 2
5256 511 1
5256 538 2
5256 560 1
5256 567 1
5256 657 1
5256 684 1
5256 688 2
5256 700 1
5256 714 1
5256 804 1
5256 806 1
5256 849 1
5256 862 1
5256 899 1
5256 901 2
5256 942 1
5256 1038 5
5256 1072 1
5256 1189 1
5256 1213 1
5256 1519 1
5256 1526 9
5256 1635 1
5256 1705 1
5256 1884 1
5256 1885 1
5256 2233 1
5256 2234 1
5256 2286 1
5256 2320 1
5256 2356 1
5256 2391 1
5256 2665 5
5256 2975 3
5256 3160 1
5256 3763 1
5256 3897 1
5256 3979 1
5256 4117 5
5256 4130 5
5256 4134 8
5256 4175 1
5256 4259 1
5257 28 1
5257 54 2
5257 76 1
5257 96 1
5257 108 2
5257 170 1
5257 175 1
5257 213 1
5257 222 2
5257 242 3
5257 255 1
5257 308 1
5257 337 1
5257 367 1
5257 405 3
5257 413 1
5257 420 1
5257 437 1
5257 493 1
5257 527 1
5257 592 4
5257 672 1
5257 806 6
5257 808 1
5257 907 2
5257 1014 1
5257 1118 1
5257 1419 1
5257 1458 1
5257 1605 1
5257 1746 2
5257 2068 1
5257 2839 4
5257 2842 1
5257 3350 1
5257 4222 3
5257 4283 1
5258 42 1
5258 61 2
5258 75 1
5258 109 1
5258 113 2
5258 244 2
5258 294 4
5258 311 1
5258 378 1
5258 391 1
5258 512 1
5258 657 4
5258 739 1
5258 750 3
5258 833 1
5258 891 1
5258 1549 2
5258 2390 3
5258 3112 2
5258 4103 4
5258 4116 2
5258 4119 2
5258 4161 4
5258 4397 3
5258 4453 1
5259 11 2
5259 96 1
5259 142 2
5259 174 1
5259 311 1
5259 335 2
5259 512 1
5259 657 2
5259 894 1
5259 898 2
5259 916 1
5259 917 1
5259 1269 1
5259 1520 1
5259 2140 1
5259 2213 1
5259 2229 1
5259 2250 3
5259 2325 1
5259 4095 1
5259 4117 4
5259 4235 1
5259 4273 3
5259 4274 1
5259 4527 1
5260 19 1
5260 26 1
5260 28 1
5260 46 1
5260 53 1
5260 54 1
5260 56 1
5260 69 1
5260 75 5
5260 78 3
5260 102 1
5260 105 1
5260 113 1
5260 117 1
5260 123 1
5260 143 1
5260 151 1
5260 174 1
5260 180 1
5260 184 1
5260 287 1
5260 294 11
5260 308 1
5260 337 1
5260 342 1
5260 352 1
5260 384 2
5260 391 1
5260 413 1
5260 417 1
5260 432 1
5260 436 1
5260 437 1
5260 552 1
5260 574 1
5260 585 2
5260 648 4
5260 659 2
5260 668 1
5260 688 3
5260 695 1
5260 750 5
5260 774 1
5260 806 3
5260 821 1
5260 847 4
5260 894 1
5260 907 5
5260 917 8
5260 949 2
5260 1062 1
5260 1072 4
5260 1184 1
5260 1464 2
5260 1490 1
5260 1516 1
5260 1526 1
5260 1527 1
5260 1552 1
5260 1746 1
5260 1885 2
5260 2044 6
5260 2046 1
5260 2089 1
5260 2098 1
5260 2317 1
5260 2330 1
5260 3045 1
5260 3863 1
5260 4024 1
5260 4095 2
5260 4096 3
5260 4111 1
5260 4143 1
5260 4161 1
5260 4171 5
5260 4172 1
5260 4230 1
5260 4402 1
5261 31 1
5261 33 2
5261 61 3
5261 78 3
5261 81 1
5261 122 1
5261 124 1
5261 126 1
5261 136 1
5261 137 1
5261 200 1
5261 219 1
5261 243 1
5261 294 9
5261 311 2
5261 322 1
5261 370 1
5261 391 2
5261 436 1
5261 454 2
5261 460 1
5261 461 1
5261 471 1
5261 478 3
5261 512 5
5261 560 1
5261 648 1
5261 659 1
5261 695 2
5261 709 1
5261 791 1
5261 792 1
5261 832 1
5261 847 1
5261 853 1
5261 864 1
5261 917 3
5261 969 1
5261 988 1
5261 995 2
5261 1009 2
5261 1110 1
5261 1118 1
5261 1131 2
5261 1212 1
5261 1256 1
5261 1452 1
5261 1464 1
5261 1635 1
5261 1713 1
5261 1853 1
5261 2138 1
5261 2317 2
5261 2323 1
5261 2325 1
5261 2498 1
5261 2847 1
5261 3073 4
5261 3863 3
5261 4096 4
5261 4108 2
5261 4171 3
5261 4209 1
5261 4402 3
5261 4415 2
5261 4446 2
5261 4540 1
5262 26 1
5262 31 1
5262 53 1
5262 61 5
5262 69 3
5262 78 2
5262 116 1
5262 197 1
5262 237 1
5262 241 1
5262 242 1
5262 243 1
5262 244 1
5262 255 1
5262 268 1
5262 309 1
5262 311 1
5262 337 1
5262 378 1
5262 391 2
5262 402 1
5262 415 1
5262 444 1
5262 455 1
5262 458 1
5262 460 2
5262 461 4
5262 512 1
5262 598 1
5262 608 1
5262 649 1
5262 659 1
5262 687 1
5262 698 1
5262 700 2
5262 725 1
5262 726 1
5262 744 3
5262 800 1
5262 831 3
5262 894 2
5262 900 1
5262 907 1
5262 939 2
5262 992 1
5262 1008 1
5262 1009 3
5262 1108 1
5262 1120 1
5262 1204 1
5262 1256 1
5262 1293 1
5262 1374 1
5262 1433 1
5262 1462 3
5262 1526 2
5262 1663 2
5262 1706 3
5262 1730 3
5262 1810 2
5262 2138 2
5262 2317 5
5262 2323 2
5262 2609 1
5262 3073 3
5262 3193 1
5262 3481 1
5262 3842 1
5262 4096 5
5262 4108 1
5262 4111 1
5262 4120 1
5262 4156 1
5262 4171 4
5262 4172 1
5262 4231 1
5262 4334 2
5262 4372 1
5263 1 1
5263 11 2
5263 31 4
5263 42 1
5263 53 1
5263 61 5
5263 78 1
5263 94 1
5263 117 2
5263 175 3
5263 221 1
5263 223 2
5263 268 1
5263 335 1
5263 337 1
5263 363 1
5263 460 1
5263 506 1
5263 509 1
5263 512 1
5263 567 1
5263 573 1
5263 649 1
5263 657 1
5263 681 2
5263 687 1
5263 688 1
5263 695 3
5263 826 3
5263 902 1
5263 949 1
5263 1022 1
5263 1526 1
5263 1657 1
5263 1790 1
5263 2250 3
5263 2357 1
5263 2426 1
5263 2713 3
5263 3063 2
5263 3121 1
5263 4105 2
5263 4117 4
5263 4501 2
5263 4502 1
5263 4541 2
5264 31 2
5264 40 1
5264 44 2
5264 61 1
5264 72 1
5264 116 1
5264 117 4
5264 118 1
5264 137 1
5264 174 1
5264 175 1
5264 197 1
5264 201 1
5264 334 1
5264 335 1
5264 355 1
5264 421 1
5264 460 1
5264 485 2
5264 512 1
5264 538 1
5264 567 1
5264 598 2
5264 618 2
5264 681 1
5264 688 1
5264 773 1
5264 774 1
5264 831 2
5264 866 2
5264 902 1
5264 990 2
5264 1014 1
5264 1047 1
5264 1069 1
5264 1232 1
5264 1266 1
5264 1455 1
5264 1526 2
5264 1654 1
5264 1657 3
5264 1659 4
5264 1661 1
5264 1662 1
5264 1695 1
5264 1745 2
5264 1814 1
5264 1853 1
5264 1982 1
5264 2116 1
5264 2250 2
5264 2267 1
5264 2396 1
5264 3061 1
5264 3562 2
5264 4105 2
5264 4117 3
5264 4130 1
5264 4157 1
5264 4179 2
5264 4196 1
5264 4307 1
5264 4339 2
5264 4491 1
5264 4541 2
5264 4542 2
5264 4543 1
5265 20 1
5265 31 2
5265 61 4
5265 88 1
5265 113 5
5265 118 1
5265 143 1
5265 197 1
5265 241 1
5265 279 2
5265 309 2
5265 389 1
5265 420 1
5265 512 1
5265 567 4
5265 688 3
5265 831 1
5265 902 3
5265 1157 1
5265 1485 1
5265 1535 1
5265 1551 2
5265 1657 2
5265 1659 1
5265 1663 1
5265 1814 1
5265 2201 1
5265 2250 3
5265 3063 2
5265 3064 1
5265 3898 1
5265 4104 1
5265 4105 3
5265 4117 3
5265 4119 5
5265 4307 2
5265 4541 2
5266 20 1
5266 31 2
5266 89 1
5266 101 1
5266 102 1
5266 113 1
5266 137 1
5266 201 1
5266 243 3
5266 255 2
5266 268 1
5266 311 1
5266 391 1
5266 445 1
5266 451 1
5266 608 2
5266 657 3
5266 659 1
5266 684 1
5266 726 1
5266 800 1
5266 805 2
5266 815 1
5266 832 1
5266 865 1
5266 894 1
5266 990 2
5266 998 1
5266 1110 1
5266 1203 1
5266 1259 1
5266 1526 7
5266 1589 1
5266 1594 1
5266 1636 1
5266 1671 1
5266 1973 1
5266 2044 1
5266 2089 3
5266 2094 1
5266 2353 1
5266 3047 4
5266 3073 4
5266 4005 1
5266 4103 1
5266 4119 1
5266 4156 1
5266 4157 7
5266 4161 1
5266 4171 1
5266 4176 1
5266 4209 1
5266 4237 1
5266 4289 5
5267 0 1
5267 10 1
5267 20 5
5267 33 1
5267 42 2
5267 45 1
5267 54 1
5267 56 3
5267 61 1
5267 75 1
5267 80 1
5267 113 1
5267 116 3
5267 124 3
5267 143 1
5267 321 1
5267 420 1
5267 431 1
5267 436 4
5267 449 1
5267 460 1
5267 508 1
5267 512 1
5267 560 1
5267 695 1
5267 726 2
5267 776 1
5267 807 1
5267 869 1
5267 870 1
5267 887 1
5267 978 1
5267 998 1
5267 1027 1
